Image_ID,en_caption
figure06-01D,"Fundus autofluorescence image of central plasma choroidal retinopathy in the right eye. Same patient as Figure 6-1C. A slight autofluorescence enhancement of the plasma choroidal retinal detachment area in the macula can be seen, with two weak autofluorescent spots corresponding to the two fluorescent leaks on the FFA image"
figure06-02B,"Early FFA image of central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-2A. A fluorescent leakage site in the temporal inferior part of the macula is visible, and a plasma pigment epithelium detached from the fluorescent accumulation at the temporal inferior vascular arch"
figure06-02C,"Late FFA image of central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-2B. Fluorescence leakage in the temporal inferior part of the macula can be seen as a chimney-like pattern, and the area of plasma pigment epithelial detachment at the temporal inferior vascular arch still shows fluorescence accumulation"
figure06-02D,"Fundus autofluorescence image of central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-2C. A slight autofluorescence enhancement can be seen in the macular area of the plasma choroidal retinal detachment, with a weak autofluorescence spot corresponding to the fluorescence leakage point on the FFA image, and the pigment epithelial detachment area is weakly autofluorescent and surrounded by a strong autofluorescence halo"
figure06-03B,Late FFA image of central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-3A. Fluorescence accumulation is seen in the area of plasma pigment epithelial detachment over the macula temporalis
figure06-04B,Fundus autofluorescence image of central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-4A. A weak autofluorescent spot is seen within the area of plasmacytoid choroidal retinal detachment
figure06-04C,Left eye with central plasma choroidal retinopathy FFA 3 min 12 sec 2 image. Same patient as Figure 6-4B. The area of diminished autofluorescence at the superior temporal vascular arch is seen to be the exact site of fluorescence leakage
figure06-04D,Left eye with central plasma choroidal retinopathy FFA 15 min 44 sec 2 image. Same patient as Figure 6-4C. Fluorescence leakage can be seen in the form of an ink-stained enlargement
figure06-05B,"Fundus autofluorescence image of central plasma choroidal retinopathy in the right eye. Same patient as Figure 6-5A. Enhanced autofluorescence can be seen within the area of neuroretinal detachment, with two areas of diminished autofluorescence, and markedly enhanced autofluorescence of the yellow-white punctate deposits corresponding to the fundus color images"
figure06-05C,FFA image of central plasma choroidal retinopathy in the right eye. Same patient as Figure 6-5B. It can be seen that the area corresponding to the diminished autofluorescence is seen as punctate strong fluorescence with slight leakage
figure06-06B,Fundus autofluorescence image of chronic central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-6A. The lesion can be seen to show extensive autofluorescence attenuation
figure06-06C,FFA image of chronic central plasma choroidal retinopathy in the left eye. Same patient as Figure 6-6B. Extensive translucent fluorescence can be seen in the area corresponding to the diminished autofluorescence
figure06-07B,Dry age-related macular degeneration FFA 6:46:01 image of the right eye. Same patient as Figure 6-7A. Most of the vitreous warts are visible as translucent fluorescence
figure06-07C,Blue light fundus autofluorescence image of dry age-related macular degeneration in the right eye. Same patient as Figures 6-7B. Vitreous warts can be seen as corolla-like strong autofluorescence
figure06-07D,Near-infrared light fundus autofluorescence image of dry age-related macular degeneration in the right eye. Same patient as Figures 6-7C. Visible vitreous warts show a mixed signal of patchy strong autofluorescence and weak autofluorescence
figure06-08C,Late FFA image of dry age-related macular degeneration in the right eye. Same patient as Figure 6-8A. Diffuse translucent fluorescence is seen in the macular area with unclear borders
figure06-08D,Late FFA image of dry age-related macular degeneration in the left eye. Same patient as Figures 6-8B. None of the visible vitreous warts have significant abnormal fluorescence changes
figure06-09C,"Late FFA image of dry age-related macular degeneration in the right eye. Same patient as Figures 6-9A. Visible vitreous warts are translucently fluorescent, and the supranasal vitreous warts are fluorescently stained"
figure06-09D,Late FFA image of dry age-related macular degeneration in the left eye. Same patient as Figures 6-9B. Visible vitreous warts show translucent fluorescence
figure06-10C,Late FFA image of dry age-related macular degeneration in the right eye. Same patient as Figure 6-1OA. Visible vitreous warts show tissue staining with strong fluorescence
figure06-10D,Late fundus FFA image of dry age-related macular degeneration in the left eye. Same patient as Figure 6-1OB. Visible vitreous warts show tissue staining with strong fluorescence
figure06-11B,"Late FFA image of wet age-related macular degeneration in the left eye. Same patient as Figure 6-11A. Fluorescence leakage in the macula is seen, the hemorrhage is fluorescently obscured, and the vitreous warts at the posterior pole do not show abnormal fluorescence changes"
figure06-12B,"FFA378s image of wet age-related macular degeneration in the left eye. Same patient as Figure 6-12A. A lake-like fluorescence accumulation in the neuroretinal detachment area is seen, the hemorrhage is fluorescently obscured, and there is a fluorescence leakage above the lesion"
figure06-12C,Wet age-related macular degeneration FFA 760.9s image of the left eye. Same patient as Figure 6-12B. Enlargement of the fluorescent leakage point above the lesion is seen
figure06-13B,"Fundus autofluorescence image of wet age-related macular degeneration in the left eye. Same patient as Figure 6-13A. There is predominantly weak autofluorescence in the center of the macular lesion, with autofluorescence enhancement around the lesion and autofluorescence enhancement in the area of pigment epithelial detachment above it"
figure06-13C,"Late FFA image of wet age-related macular degeneration in the left eye. Same patient as Figure 6-13B. A diffuse tissue staining of the macular lesion is seen, with significant fluorescence accumulation and leakage in the upper pigment epithelial detachment area"
figure06-15B,Blue light fundus autofluorescence image of polypoid choroidal vasculopathy in the right eye. Same patient as Figure 6-15A. Enhanced autofluorescence of the lesion can be seen
figure06-15C,"Near-infrared light fundus autofluorescence image of polypoid choroidal vasculopathy in the right eye. Same patient as Figure 6-15B. The lesion can be seen to be predominantly weakly autofluorescent, with enhanced autofluorescence seen temporally superior to the lesion"
figure06-15D,"Late FFA image of polypoid choroidal vasculopathy in the right eye. Same patient as Figure 6-15C. An abnormal vascular network can be seen at the lesion, surrounded by translucent strong fluorescence"
figure06-15E,Late ICGA image of polypoid choroidal vasculopathy in the right eye. Same patient as Figure 6-15D. The abnormal inner choroidal vascular network in the macular area is visible
figure06-16B,Idiopathic choroidal neovascularization FFA arteriovenous phase image of the left eye. Same patient as Figure 6-16A. The lesion is seen to show typical choroidal neovascularization
figure06-16C,"Late image of idiopathic choroidal neovascularization FFA in the left eye. Same patient as Figure 6-16B. Significant neovascular leakage can be seen, and the hemorrhage is occluded fluorescence"
figure06-17B,"Blue light fundus autofluorescence image of idiopathic choroidal neovascularization in the left eye. Same patient as Figure 6-17A. Slightly diminished autofluorescence is seen in the area of discoidal neuroretinal detachment, with strong autofluorescence in the yellowish-white lesion, weak autofluorescence at the central nucleus, and weak autofluorescence in the peripheral hemorrhage"
figure06-17C,"Near-infrared light fundus autofluorescence image of idiopathic choroidal neovascularization in the left eye. Same patient as Figure 6-17B. Strong autofluorescence is seen in the yellow-white lesion, weak autofluorescence in the deeper peripheral hemorrhage, and weak autofluorescence in the core of the lesion"
figure06-17F,Idiopathic choroidal neovascularization FFA 30 min 20 sec 09 image of the left eye. Same patient as Figures 6-17C and D. Fluorescence leakage from the yellow-white lesion under the FFA can be seen clearly
figure06-17G,Left eye idiopathic choroidal neovascularization ICGA 30 min 20 sec 09 image. Same patient as Figure 6-17C and D. It can be seen that it also exhibits more pronounced fluorescent staining under ICGA
figure06-17D,"Idiopathic choroidal neovascularization FFA contrast 16 sec 67 image of the left eye with the same patient as Figure 6-17C. All areas of discoidal neuroretinal detachment are seen to be mildly faintly fluorescent, and the yellowish-white choroidal neovascularization lesion is strongly fluorescent under the FFA, with peripheral hemorrhagic fluorescence obscuring it."
figure06-17E,"Left eye idiopathic choroidal neovascularization ICGA contrast 16 sec 67 image with the same patient as Figure 6-17C. All areas of discoidal neuroretinal detachment are seen to be mildly and weakly fluorescent. The yellow-white lesion showed strong autofluorescence only at the central nucleus of the lesion under ICGA, with no abnormal fluorescence signal in the rest of the area"
