Image_ID,en_caption
figure04-72B,"Fundus color image of retinopathy of prematurity in the right eye. In the same patient as Figure 4-72A, a stage 3 lesion in zone I with a pink cristate-shaped elevated demarcation visible at the posterior pole"
figure04-73A,Fundus color image of systemic lupus erythematosus fundopathy in the right eye. Multiple absorbent cotton spots with scattered hemorrhages are seen
figure04-73B,"Fundus color of systemic lupus erythematosus fundopathy in the left eye, same patient as Figure 4-73A, showing multiple cotton-fleece spots with scattered hemorrhages"
figure04-74A,"Fundus color image of systemic lupus erythematosus fundopathy in the right eye. It shows tortuous dilatation of retinal veins, inflammatory edema of the walls of the veins to form white sheaths, retinal infarct edema, multiple deep retinal hemorrhages, and cotton-fluff patches"
figure04-74B,Fundus color image of systemic lupus erythematosus fundopathy in the left eye. Same patient as Figure 4-74A. The fundus presentation is similar to that of the right eye
figure04-74E,"Fundus color image of systemic lupus erythematosus fundopathy in the right eye. Figure 4-74A is seen 7 months after the initial diagnosis of the same patient. A large amount of optic disc neovascularization is seen, with white sheaths of blood vessels, uneven vein thickness, and macular edema that has not been completely absorbed."
figure04-74F,"Fundus color image of systemic lupus erythematosus fundopathy in the left eye. Seen 7 months after the initial diagnosis of the same patient in Figure 4-74B. A large amount of neovascularization on and around the optic disc surface is seen, with retinal veins of uneven thickness, some segments with salami dilatation, and a large amount of vascularized white sheaths"
figure04-74I,Fundus color image of systemic lupus erythematosus fundopathy in the right eye. Seen 10 months after initial diagnosis (3.5 months after photocoagulation) of the same patient in Figure 4-74A. Neovascularization of the optic disc remains unabated
figure04-74J,Fundus color image of systemic lupus erythematosus fundopathy in the left eye. It is seen 10 months after the initial diagnosis (3.5 months after photocoagulation) of the same patient in Figure 4-74B. Optic disc neovascularization remains unabated
figure04-74K,"Fundus color image of systemic lupus erythematosus fundopathy in the right eye. Figure 4-74A, 17 months after initial diagnosis (10 months after photocoagulation) in the same patient. The right eye shows severe fiber proliferation and detached retina, and the left eye has been treated with vitrectomy for detached retina."
figure04-74M,Fundus color image of a systemic lupus erythematosus fundopathy lesion in the right eye. Figure 4-74K was seen 18.5 months after the initial diagnosis (1.5 months after vitrectomy) in the same patient.
figure05-01,"Fundus color image of a foramen ovale retinal detachment in the left eye. The retinal detachment is seen to involve the macula, with retinal folds forming just across the macula, and subretinal deposits are seen below"
figure05-02,Fundus color image of a foramen ovale retinal detachment in the left eye. It shows a horseshoe-shaped tear in the retina above the temporal plane.
figure05-03,Fundus color image of a foramen ovale retinal detachment in the left eye. A long strip of fissure at the edge of the supratemporal lattice-like degeneration area is seen
figure05-04,"Fundus color image of a foramen ovale retinal detachment in the left eye. A large fissure can be seen above, with the rim of the hole rolled backwards"
figure05-06,Fundus color image of a foramen ovale retinal detachment in the right eye. A fish-breath shaped fissure is visible
figure05-07,Fundus color image of a foramen ovale retinal detachment in the right eye. Horseshoe shaped fissure can be seen above
figure05-08,Fundus color image of a foramen ovale retinal detachment in the right eye. Superotemporal horseshoe shaped fissure is seen
figure05-09,"Fundus color image of a foramen ovale retinal detachment in the left eye. A rounded atrophic hole on the nasal side is seen, and retinal stiffness and proliferation are evident, forming diffuse fixed folds"
figure05-15,"Fundus color image of a foramen ovale retinal detachment in the left eye. Macular schisis, premacular"
figure05-16,"Fundus color image of a foramen ovale retinal detachment in the right eye. Macular lacunae, seen as atrophy of the choroid in the macular area with exposed sclera (this macular lacunae is commonly known as a white hole)"
figure05-17,Fundus color image of a foramen ovale retinal detachment in the right eye. Visible macular tear
figure05-18,Fundus color image of a foramen ovale retinal detachment in the left eye. Macular schisis (white hole)
figure05-19,Fundus color image of a foramen ovale retinal detachment in the right eye. Subretinal deposits and retinal pigment epithelial proliferation are seen in the superior temporal detachment area
figure05-20,Fundus color image of a foramen ovale retinal detachment in the left eye. Subretinal deposits are seen
figure05-21,Fundus color image of a foramen ovale retinal detachment in the left eye. Retinal fixation folds are visible above
figure05-22,Fundus color image of a foramen ovale retinal detachment in the right eye. Extensive subretinal proliferative membrane formation is seen
figure05-27,Fundus color image of a foramen ovale retinal detachment in the left eye. Fixed folds are seen to form in the nasal retina
figure05-28,Fundus color image of a foramen ovale retinal detachment in the left eye. Diffuse fixation folds are seen to form in the retina
figure05-29A,Fundus color image of a foramen ovale retinal detachment in the right eye. Severe proliferation with formation of diffuse retinal fixation folds
figure05-29B,"Fundus color image of a foramen ovale retinal detachment in the right eye. Same patient as Figure 5-29A. The proliferation is severe, forming diffuse retinal fixation folds (anterior and inferior retinal membranes)"
figure05-30,"Fundus color image of a foramen ovale retinal detachment in the left eye. Contraction of the subretinal proliferating membrane is seen, causing the retinal detachment to form a closed funnel"
figure05-31,Fundus color image of a foramen ovale retinal detachment in the left eye. Old retinal detachment with a clear demarcation line formed by pigment deposits at the edge of the detachment.
figure05-33,Fundus color image of exudative retinal detachment in the left eye. The patient was due to Coats disease
figure05-34,Fundus color image of exudative retinal detachment in the left eye. The patient was due to large vesicular retinopathy
figure05-35,Fundus color image of exudative retinal detachment in the left eye. The patient was due to choroidal metastatic cancer
figure05-37A,Fundus color image of a lower exudative retinal detachment due to Harada disease in the right eye. Retinal flatness and scattered pigmentary disorganization at the posterior pole are seen
figure05-37B,Figure 5-37A Color image of the fundus of the patient's left eye. Flat retinal undulations with scattered pigment disorders in the posterior pole are seen
figure06-01A,Fundus color image of central plasma choroidal retinopathy in the right eye. Visible plasma neuroretinal detachment in the macular area
figure06-02A,Fundus color image of central plasma choroidal retinopathy in the left eye. Visible plasma neuroretinal detachment in the macula of the left eye
figure06-03A,Fundus color image of central plasma choroidal retinopathy in the left eye. Poorly defined plasma choroidal retinal detachment in the macular area
